gene_ID	match_ID	match_name	match_class	cluster_ID	exonic length (bp)	brain	spinal	kidney	heart	sk. muscle	main EO	Sachs' EO	Hunter's EO	sk. muscle (first rnd)	main EO (first rnd)	Sachs' EO (first rnd)
scaffold302.g6	ENSDARG00000000857	mapk14a	reciprocal	0.0	2867	335.0	184.2	453.4	395.7	263.1	346.4	273.0	204.1	6.7	8.2	7.5
scaffold5682.g7	ENSDARG00000028721	mapk14b	synteny	0.0	3843	523.3	534.6	644.2	843.4	1758.7	861.5	1120.9	1012.6	57.6	40.2	43.6
scaffold11721.g1	ENSDARG00000023262	mapk15	reciprocal	0.0	2222	164.3	112.8	50.9	153.7	88.7	75.0	55.4	46.4	8.2	2.9	4.8
scaffold4906.g3	ENSDARG00000070573	mapk3	reciprocal	0.0	4012	1652.8	1875.8	565.5	1273.7	979.2	946.0	805.8	885.1	25.1	14.9	14.7
scaffold17468.g5	ENSDARG00000017681	mapk4	split	0.0	1488	156.8	405.5	85.5	14.7	32.4	12.0	95.3	13.6	4.5	1.7	3.1
scaffold17468.g6	ENSDARG00000017681	mapk4	reciprocal	0.0	2165	188.1	411.2	148.2	17.1	28.8	7.4	98.7	30.8	1.8	2.4	0.4
scaffold1299.g2	ENSDARG00000032103	mapk6	reciprocal	0.0	4715	962.5	1094.6	496.4	732.4	779.9	975.2	1596.3	1032.8	32.7	33.0	39.0
scaffold3110.g2	ENSDARG00000023110	mapk7	reciprocal	0.0	4577	131.8	95.7	64.2	176.6	76.5	92.9	87.4	80.4	4.4	3.4	5.2
scaffold13706.g11	ENSDARG00000031888	mapk8a	reciprocal	0.0	4120	704.5	808.9	134.7	340.0	390.1	174.9	151.7	111.8	11.6	6.3	8.8
scaffold21807.g1	ENSDARG00000009870	mapk8b	reciprocal	8.0	768	1100.6	690.2	0.0	24.8	13.1	39.0	44.9	63.2	0.0	3.4	1.0
scaffold258.g22	ENSDARG00000009870	mapk8b	manual	0.0	4453	561.4	1031.5	316.9	334.9	455.8	710.7	620.2	552.8	13.1	32.9	17.3
scaffold8327.g4	ENSDARG00000090326	MAPK8IP1 (1 of 2)	reciprocal	8.0	2412	698.9	758.9	0.0	146.7	2.5	0.8	24.4	2.1	0.4	0.5	0.0
scaffold20532.g10	ENSDARG00000091191	MAPK8IP1 (2 of 2)	reciprocal	8.0	4453	1177.2	433.2	3.4	138.4	75.4	52.0	55.9	63.3	0.6	1.2	2.4
scaffold9116.g2	ENSDARG00000063157	mapk8ip2	reciprocal	4.0	4689	1297.9	879.8	4.7	9.7	3.9	4.0	3.2	6.5	1.0	0.0	0.0
scaffold6438.g11	ENSDARG00000062531	mapk8ip3	reciprocal	3.0	4763	2334.2	2370.9	11.9	117.8	11.0	51.9	41.7	68.7	1.2	1.9	0.8
scaffold23423.g2	ENSDARG00000077364	mapk9	reciprocal	0.0	5151	976.6	4319.4	153.6	390.5	380.8	780.5	789.0	771.7	17.7	47.9	26.3
scaffold26750.g1	ENSDARG00000091777	MAPKAP1	reciprocal	0.0	2364	216.5	108.0	185.7	175.4	116.6	338.4	250.2	145.8	8.9	19.8	11.4
scaffold2699.g1	ENSDARG00000091777	MAPKAP1	split_scaff	0.0	4375	31.9	13.2	17.1	28.7	3.7	36.6	29.4	15.2	0.9	0.3	0.9
scaffold11067.g1	ENSDARG00000002552	mapkapk2a	split_scaff	0.0	827	317.7	268.3	1047.1	845.2	1427.8	1360.6	1253.4	1298.8	38.2	6.3	46.5
scaffold7120.g1	ENSDARG00000002552	mapkapk2a	reciprocal	0.0	910	491.0	448.8	1127.9	1668.0	2480.2	2716.9	2735.4	2281.9	64.2	14.3	54.9
scaffold14693.g4	ENSDARG00000018530	mapkapk2b	reciprocal	12.0	1536	227.4	323.3	221.4	21.1	7.9	11.6	119.1	7.2	3.1	1.7	1.0
scaffold5090.g2	ENSDARG00000089016	mapkapk3	reciprocal	0.0	2521	92.6	85.4	335.5	1287.6	2475.9	102.9	65.5	88.2	115.8	12.4	44.8
scaffold3692.g5	ENSDARG00000028082	mapkapk5	reciprocal	0.0	4597	263.1	149.8	231.6	222.0	134.3	323.6	240.5	155.4	5.6	15.2	9.9
scaffold2160.g2	ENSDARG00000088774	MAPKBP1	secondary	12.0	3326	8.4	7.8	3.9	4.3	0.0	0.0	0.3	0.9	0.0	0.0	0.0
scaffold3988.g6	ENSDARG00000088774	MAPKBP1	reciprocal	0.0	7361	147.8	57.4	17.4	27.1	47.8	45.2	59.1	65.9	1.3	0.5	1.8
scaffold2185.g7	ENSDARG00000042927	mapre1a	reciprocal	0.0	2831	180.5	227.9	2748.7	227.8	333.2	688.7	616.0	502.6	17.2	13.3	13.0
scaffold21568.g8	ENSDARG00000028771	MAPRE2	reciprocal	0.0	2403	4390.4	4284.1	937.4	1013.2	1243.9	1277.2	1109.6	1218.6	18.3	23.2	17.6
scaffold6851.g2	ENSDARG00000059344	MAPRE3 (1 of 3)	reciprocal	0.0	964	2087.1	1855.6	746.5	449.9	358.9	829.0	557.5	586.0	13.9	9.4	17.5
scaffold1810.g5	ENSDARG00000020231	mapre3a	reciprocal	0.0	2245	2352.0	3389.0	94.4	233.0	2153.1	8258.7	6184.7	4786.4	83.2	342.9	216.0
scaffold1542.g2	ENSDARG00000087616	MAPT (1 of 2)	reciprocal	8.0	5560	2835.7	4194.6	81.1	26.0	9.8	540.2	195.8	260.3	2.4	4.9	1.9
scaffold166.g4	ENSDARG00000087616	MAPT (1 of 2)	secondary	3.0	4201	2604.9	2519.2	26.2	316.7	106.3	87.0	73.3	84.4	3.6	5.6	2.7
scaffold12760.g1	ENSDARG00000089314	MAPT (2 of 2)	reciprocal	10.0	2032	1046.0	639.6	1.0	61.8	501.9	575.4	363.6	416.7	26.4	1.9	14.4
scaffold5723.g19	ENSDARG00000055839	MARCH4 (2 of 2)	reciprocal	3.0	3086	501.0	36.4	2.3	2.2	0.7	1.8	3.9	2.0	0.6	0.8	1.7
scaffold2032.g3	ENSDARG00000028559	march5l	synteny	0.0	2430	684.6	1247.3	1776.8	512.7	4850.9	3221.2	2731.4	3635.2	78.4	134.6	87.6
scaffold14720.g7	ENSDARG00000008803	marcksb	reciprocal	3.0	1789	1810.0	201.8	23.7	11.7	18.0	25.7	6.8	19.2	1.6	0.7	0.4
scaffold3300.g1	ENSDARG00000039034	marcksl1a	reciprocal	0.0	1841	3822.6	2791.9	4352.3	1095.2	4867.7	4040.1	4273.7	4981.6	205.4	181.2	212.9
scaffold23201.g1	ENSDARG00000035715	marcksl1b	reciprocal	0.0	1540	5323.8	2063.3	827.7	890.5	1056.7	4851.1	2966.2	2841.2	86.4	147.5	129.2
scaffold5424.g14	ENSDARG00000079905	mark2a	reciprocal	0.0	3467	561.3	365.7	571.4	1654.4	7666.1	2033.2	2404.5	2096.7	125.4	51.7	123.2
scaffold5424.g15	ENSDARG00000079905	mark2a	split	0.0	1933	1089.3	1073.8	1211.3	3885.4	20193.4	5591.2	5951.2	6031.5	334.9	454.7	417.4
scaffold2687.g12	ENSDARG00000032458	mark2b	reciprocal	0.0	4747	361.8	214.1	263.4	570.6	236.5	325.1	275.6	383.4	11.7	45.1	28.0
scaffold2687.g13	ENSDARG00000032458	mark2b	split	0.0	2101	419.7	206.8	250.3	733.8	220.2	309.0	290.4	335.2	7.3	8.0	13.2
scaffold1702.g30	ENSDARG00000019345	mark3	manual	0.0	6571	677.1	399.4	319.6	476.8	271.2	371.8	383.4	346.8	15.6	5.1	10.2
scaffold4127.g1	ENSDARG00000019345	mark3	reciprocal	0.0	3523	67.8	47.7	103.7	195.2	90.8	47.9	76.0	57.1	0.5	0.0	0.4
scaffold1702.g31	ENSDARG00000026630	MARK3 (2 of 3)	secondary	0.0	2218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold22236.g11	ENSDARG00000026630	MARK3 (2 of 3)	secondary	8.0	5976	238.0	183.9	2.7	28.3	12.1	13.0	9.8	11.8	1.1	0.2	0.3
scaffold25376.g1	ENSDARG00000026630	MARK3 (2 of 3)	secondary	0.0	471	247.7	272.0	96.4	40.4	85.4	8.0	23.8	36.5	10.2	0.0	4.9
scaffold760.g4	ENSDARG00000026630	MARK3 (2 of 3)	reciprocal	0.0	2560	416.4	251.7	528.3	438.7	1110.3	479.1	471.6	586.9	37.8	18.3	29.1
scaffold12380.g1	ENSDARG00000024966	MARK4 (1 of 2)	secondary	3.0	857	709.4	337.9	3.5	42.2	9.4	7.7	10.9	15.3	0.0	0.0	0.0
scaffold3114.g1	ENSDARG00000024966	MARK4 (1 of 2)	reciprocal	0.0	2336	205.6	219.0	207.0	339.5	118.0	88.2	116.6	123.7	4.9	0.0	1.6
scaffold4127.g2	ENSDARG00000024966	MARK4 (1 of 2)	secondary	0.0	2001	335.6	349.8	256.7	528.5	196.0	163.4	203.3	193.9	3.3	2.6	1.2
scaffold15561.g1	ENSDARG00000023914	mark4a	reciprocal	8.0	3210	1014.0	466.2	2.5	59.3	126.0	40.9	45.6	31.5	1.2	3.2	1.0
scaffold412.g3	ENSDARG00000034396	mars	reciprocal	0.0	4155	405.0	253.1	315.5	453.2	870.9	267.6	316.6	352.1	6.2	4.7	3.9
scaffold15866.g3	ENSDARG00000009218	MARS2	reciprocal	0.0	2238	172.7	171.3	253.0	313.2	213.9	272.1	223.0	224.9	9.4	18.0	12.4
scaffold13706.g22	ENSDARG00000011724	marveld1	reciprocal	0.0	1649	168.5	391.8	1413.8	443.5	448.9	962.4	1211.4	713.3	29.0	41.7	53.6
scaffold223.g20	ENSDARG00000025076	marveld2a	reciprocal	0.0	5305	207.2	154.7	237.8	384.4	737.5	522.2	729.2	813.9	8.3	8.3	7.5
scaffold24351.g5	ENSDARG00000061651	marveld2b	reciprocal	0.0	2382	12.7	3.9	58.5	0.8	3.4	2.4	5.5	16.5	0.0	0.5	0.0
scaffold5885.g3	ENSDARG00000037528	MARVELD3	reciprocal	0.0	1713	411.0	783.6	278.1	14.4	27.0	99.0	76.3	92.0	0.6	0.0	0.4
scaffold11584.g1	ENSDARG00000068726	MASP1	secondary	0.0	1806	33.8	241.6	9.5	10.0	15.6	10.9	12.4	25.2	1.1	0.0	0.4
scaffold16311.g1	ENSDARG00000068726	MASP1	reciprocal	3.0	1398	370.2	2134.1	27.4	29.9	34.5	14.1	18.0	39.8	0.0	0.0	0.0
scaffold18439.g7	ENSDARG00000007988	masp2	reciprocal	0.0	2085	0.4	2.2	19.8	1.8	0.0	3.6	4.0	4.4	0.5	0.0	0.0
C7906390.g1	ENSDARG00000074311	MAST2	split_scaff	0.0	949	138.0	68.5	34.0	117.2	61.5	60.2	46.2	50.0	6.1	2.7	2.4
scaffold10168.g1	ENSDARG00000074311	MAST2	split	0.0	3592	10.2	12.9	15.2	22.5	9.0	13.6	14.8	12.1	0.5	0.4	0.4
scaffold10168.g2	ENSDARG00000074311	MAST2	reciprocal	0.0	9645	268.8	172.0	54.6	218.2	98.9	121.9	90.0	95.0	4.9	3.9	6.4
scaffold21809.g3	ENSDARG00000086505	MAST3 (1 of 2)	reciprocal	0.0	8794	597.8	361.7	125.2	122.7	97.9	127.5	151.3	142.0	3.4	1.6	2.7
scaffold5023.g13	ENSDARG00000078270	mast4	reciprocal	0.0	10131	502.2	205.4	36.4	202.5	31.6	364.7	290.6	135.2	8.7	19.1	20.7
scaffold5632.g3	ENSDARG00000055566	mastl	reciprocal	0.0	3736	49.9	33.5	185.6	41.5	54.4	74.5	75.7	88.2	3.1	2.4	2.5
scaffold3809.g9	ENSDARG00000039605	mat1a	reciprocal	0.0	2483	5.1	0.7	17.5	6.5	25.9	23.0	28.6	17.1	0.8	0.5	2.2
scaffold6820.g4	ENSDARG00000040334	mat2aa	manual	0.0	2400	2083.7	2941.5	2085.8	1628.3	2075.2	1846.4	1931.3	2490.0	27.5	14.1	31.4
scaffold13083.g3	ENSDARG00000037121	mat2ab	manual	8.0	2035	2414.2	2775.3	33.7	1396.4	3318.3	15.7	805.1	49.2	43.3	0.6	9.4
scaffold1871.g13	ENSDARG00000063665	mat2al	reciprocal	0.0	2031	23.8	16.5	29.3	17.3	5.9	18.9	15.6	10.0	0.0	0.0	0.0
scaffold17179.g3	ENSDARG00000012932	MAT2B	reciprocal	0.0	2665	1136.5	1430.6	915.0	837.9	537.4	601.8	607.1	630.6	12.9	28.3	14.4
scaffold9172.g11	ENSDARG00000074670	matk	reciprocal	0.0	1725	58.4	260.5	928.5	229.4	158.6	121.7	167.7	171.6	7.2	4.5	3.6
scaffold2635.g11	ENSDARG00000030215	matn1	reciprocal	0.0	2290	104.0	3.6	10.6	8.3	8.8	3.3	7.7	4.9	0.8	0.0	0.0
scaffold6385.g16	ENSDARG00000069245	matn3a	reciprocal	0.0	2432	18.9	16.4	40.3	36.0	9.9	53.5	96.3	38.6	0.8	1.1	0.6
scaffold10589.g6	ENSDARG00000069265	matn3b	reciprocal	3.0	1597	959.2	1435.1	60.0	82.2	35.3	44.6	46.2	39.9	1.8	4.9	6.7
scaffold7991.g4	ENSDARG00000015947	matn4	reciprocal	0.0	6553	1.5	1.1	1.2	150.5	2.8	0.9	0.7	0.0	0.6	0.0	0.1
scaffold8286.g3	ENSDARG00000015947	matn4	secondary	10.0	2974	4.0	1.6	0.0	0.0	3.4	18.0	16.3	20.0	0.3	13.1	3.1
scaffold4451.g3	ENSDARG00000001162	matr3l1.1	reciprocal	0.0	3863	352.1	139.9	121.7	190.1	53.6	332.0	172.4	70.9	15.6	17.1	13.1
C7716792.g1	ENSDARG00000000394	matr3l1.2	secondary	0.0	407	858.0	1140.4	991.9	1000.1	617.8	1675.8	1095.7	878.9	40.0	114.8	77.4
scaffold19499.g4	ENSDARG00000000394	matr3l1.2	secondary	0.0	8571	268.8	211.8	200.4	596.8	118.3	774.0	383.1	244.0	21.4	56.0	33.5
scaffold4451.g4	ENSDARG00000000394	matr3l1.2	secondary	0.0	3260	51.4	22.8	14.9	29.8	8.6	22.7	15.7	10.2	0.6	2.4	1.2
scaffold4451.g5	ENSDARG00000000394	matr3l1.2	reciprocal	0.0	2532	321.3	229.9	232.0	461.3	150.9	548.4	422.6	304.1	16.6	13.8	20.3
scaffold4451.g6	ENSDARG00000000394	matr3l1.2	split	0.0	1663	179.0	152.9	162.0	207.6	84.7	302.0	196.9	179.2	12.1	10.1	7.9
scaffold7838.g5	ENSDARG00000042056	mau2	synteny	0.0	6231	376.9	247.7	428.7	669.6	449.4	591.5	531.4	599.4	11.7	10.8	18.3
scaffold10996.g5	ENSDARG00000069733	mavs	reciprocal	0.0	3237	0.2	0.0	0.9	0.3	0.0	0.0	0.0	0.0	0.0	0.4	0.0
scaffold10997.g1	ENSDARG00000069733	mavs	secondary	0.0	2737	0.0	0.0	0.0	0.3	0.0	0.3	8.9	0.0	0.0	0.0	0.0
scaffold14062.g3	ENSDARG00000024844	max	reciprocal	0.0	2112	1194.3	548.1	2121.8	719.6	892.4	1566.3	1528.5	1515.7	47.6	77.4	63.3
scaffold2387.g4	ENSDARG00000024844	max	secondary	0.0	2799	928.4	595.6	2204.2	870.5	799.9	850.2	953.7	1034.7	23.3	39.9	23.9
scaffold2389.g7	ENSDARG00000063555	MAZ (1 of 2)	synteny	0.0	4200	734.0	621.5	245.6	720.5	1051.3	1311.8	1027.8	1124.8	21.2	34.3	32.2
scaffold402.g11	ENSDARG00000087330	MAZ (2 of 2)	reciprocal	0.0	3246	350.6	142.7	120.6	105.5	157.4	228.3	164.7	218.2	7.4	8.4	7.8
scaffold16544.g4	ENSDARG00000031952	mb	reciprocal	0.0	2295	62961.7	49034.3	18087.7	416296.3	89768.1	4598.6	6467.5	8746.1	2759.5	900.0	1274.1
scaffold769.g5	ENSDARG00000021572	mb21d1	reciprocal	0.0	1733	72.4	28.9	1477.5	57.6	12.8	75.7	63.5	69.4	1.7	0.7	1.3
scaffold2741.g3	ENSDARG00000077690	mb21d2	reciprocal	8.0	3064	1164.9	336.6	0.0	53.7	174.6	3.4	0.3	3.0	3.4	0.4	1.8
scaffold7846.g7	ENSDARG00000077316	MB21D2 (1 of 2)	reciprocal	0.0	1788	299.6	299.0	130.4	218.1	310.5	183.9	162.8	179.1	5.4	6.5	4.3
scaffold3302.g1	ENSDARG00000025699	mbd1	secondary	0.0	3851	80.4	75.2	77.3	96.6	68.4	38.4	48.0	53.8	0.5	1.7	2.4
scaffold4911.g5	ENSDARG00000025699	mbd1	reciprocal	0.0	4920	162.1	81.9	203.7	172.8	285.0	223.4	296.0	337.0	9.1	11.3	9.1
scaffold10495.g4	ENSDARG00000061774	mbd3a	reciprocal	0.0	3015	134.8	126.2	962.4	107.3	100.1	254.2	191.5	202.1	6.4	4.3	7.1
scaffold5400.g4	ENSDARG00000061774	mbd3a	secondary	0.0	1677	453.9	142.3	2092.6	555.2	705.3	1033.5	1024.2	1007.5	36.0	47.2	29.8
scaffold730.g2	ENSDARG00000042029	mbd3b	reciprocal	0.0	1891	1739.7	1014.7	983.1	688.0	671.2	527.6	562.0	658.3	20.8	8.9	19.5
scaffold2424.g3	ENSDARG00000059581	MBD5	reciprocal	0.0	8265	177.9	175.4	101.2	299.0	258.5	214.1	183.1	188.8	9.3	4.9	7.8
scaffold412.g1	ENSDARG00000086980	mbd6	reciprocal	0.0	6112	254.6	243.9	219.8	366.4	436.4	401.6	478.4	708.9	8.0	17.4	16.5
scaffold24445.g5	ENSDARG00000019364	mbip	reciprocal	0.0	1503	753.5	1331.6	1074.4	563.2	1383.9	1493.5	1339.0	1283.4	60.5	53.6	58.3
scaffold16598.g4	ENSDARG00000077314	MBLAC1	reciprocal	0.0	1116	436.7	875.0	1717.4	147.4	162.2	75.6	88.6	76.1	6.0	8.1	4.1
scaffold10673.g11	ENSDARG00000059689	mblac2	reciprocal	0.0	3502	242.9	341.7	105.5	153.7	182.7	1000.0	684.2	885.5	12.9	102.3	56.0
scaffold6570.g4	ENSDARG00000052978	mbnl1	reciprocal	0.0	3747	69.7	118.7	351.0	265.7	275.9	753.6	579.4	332.8	16.6	29.4	19.7
scaffold1093.g8	ENSDARG00000016085	mbnl3	secondary	0.0	3270	456.5	363.1	438.3	801.6	238.7	359.6	243.9	192.2	14.1	6.0	12.5
scaffold11779.g7	ENSDARG00000016085	mbnl3	secondary	9.0	4343	710.7	910.3	459.4	2674.5	3794.7	40837.8	31824.3	19729.9	211.2	1391.8	1162.4
scaffold12334.g1	ENSDARG00000016085	mbnl3	split_scaff	0.0	1199	169.5	237.7	106.9	116.6	63.8	89.1	73.1	85.1	8.0	2.2	7.7
scaffold19946.g1	ENSDARG00000016085	mbnl3	reciprocal	0.0	1040	64.1	112.5	112.6	42.1	30.9	42.3	19.7	23.3	9.2	0.0	5.9
scaffold6570.g3	ENSDARG00000016085	mbnl3	secondary	0.0	1947	435.4	561.6	2058.4	1491.8	1243.9	4438.5	3371.6	1742.3	85.1	52.0	88.0
scaffold24257.g1	ENSDARG00000029356	mboat1	reciprocal	0.0	2801	658.2	1498.3	415.5	91.3	170.9	247.8	234.5	360.0	8.5	17.1	10.2
scaffold142.g1	ENSDARG00000031845	mboat2a	secondary	0.0	2448	197.8	154.3	68.0	368.7	262.9	213.2	323.2	313.3	6.6	1.6	3.5
scaffold615.g13	ENSDARG00000042551	mboat2b	manual	4.0	2564	650.7	1049.9	1.2	46.4	18.8	0.4	1.1	1.6	17.6	0.5	3.6
scaffold10673.g24	ENSDARG00000052110	mboat4	reciprocal	0.0	1635	73.3	19.9	71.0	15.7	40.6	19.5	23.4	32.8	0.6	0.0	0.5
scaffold3136.g25	ENSDARG00000033436	mboat7	reciprocal	0.0	4320	734.5	502.4	519.6	455.1	489.8	274.3	394.6	481.8	6.9	11.4	5.5
scaffold19323.g2	ENSDARG00000036186	mbpa	reciprocal	10.0	2187	44873.0	58864.2	0.0	8.3	3069.3	22126.4	16083.5	21970.5	650.6	1172.9	798.0
scaffold72.g5	ENSDARG00000089413	mbpb	synteny	10.0	2305	24273.2	182452.3	202.3	74.3	2680.0	10555.6	7725.4	12878.0	287.1	357.6	237.7
scaffold4419.g5	ENSDARG00000060868	MBTD1	reciprocal	0.0	5587	240.1	160.0	216.6	236.3	256.0	1073.2	478.4	431.0	14.1	60.4	34.0
scaffold6424.g6	ENSDARG00000060868	MBTD1	secondary	0.0	2424	185.6	58.2	103.3	110.6	216.6	260.5	182.1	190.9	14.6	2.1	14.3
scaffold3484.g3	ENSDARG00000014634	mbtps1	reciprocal	0.0	3713	442.7	499.8	404.7	445.4	429.6	368.4	489.5	559.0	7.2	10.1	11.4
scaffold17816.g3	ENSDARG00000057577	mbtps2	reciprocal	0.0	3970	222.9	190.3	169.6	178.7	224.5	184.1	262.0	287.6	5.1	6.2	5.8
scaffold6450.g20	ENSDARG00000020237	mc1r	reciprocal	0.0	1478	0.0	2.5	0.0	0.0	0.0	1.3	1.9	2.7	0.0	0.0	0.0
scaffold18961.g1	ENSDARG00000054949	mc2r	reciprocal	2.0	1534	13.5	706.2	25.7	0.6	2.6	0.0	1.2	2.0	0.0	0.8	0.5
scaffold11442.g7	ENSDARG00000021369	mc3r	reciprocal	0.0	2406	13.2	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold10067.g3	ENSDARG00000015515	mc4r	secondary	0.0	1344	2.4	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold17212.g1	ENSDARG00000015515	mc4r	reciprocal	3.0	3770	27.2	4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaffold14173.g4	ENSDARG00000031348	mc5ra	reciprocal	10.0	4367	120.3	24.0	0.0	6.5	2.3	122.7	355.7	34.2	0.0	5.9	17.8
scaffold18961.g2	ENSDARG00000054946	mc5rb	reciprocal	3.0	2583	6.5	1499.7	0.0	0.0	0.8	0.4	0.0	0.4	0.0	0.0	0.0
scaffold1465.g2	ENSDARG00000035158	MCAM (1 of 3)	reciprocal	0.0	4134	6998.3	418.3	619.6	309.0	560.5	294.6	299.0	286.5	3.2	0.3	3.0
scaffold2244.g1	ENSDARG00000035158	MCAM (1 of 3)	secondary	0.0	536	145.1	282.3	116.7	4136.0	559.2	494.7	548.3	739.0	8.9	4.8	10.0
scaffold2244.g2	ENSDARG00000005368	mcamb	reciprocal	0.0	4800	276.5	417.7	170.7	6951.0	922.4	942.9	824.3	1151.9	22.9	25.4	22.9
scaffold7429.g12	ENSDARG00000016613	mcat	reciprocal	0.0	1206	754.2	1183.8	1379.2	1190.8	483.7	226.8	242.1	285.7	14.3	32.3	15.9
scaffold14224.g9	ENSDARG00000087450	MCC	reciprocal	0.0	5225	336.9	516.1	136.0	432.1	232.9	405.9	366.4	363.4	14.5	12.9	15.0
scaffold25958.g5	ENSDARG00000087450	MCC	split_scaff	0.0	704	214.2	217.6	40.1	199.9	82.9	175.7	140.5	190.9	2.7	1.8	1.1
scaffold16338.g7	ENSDARG00000054046	mccc1	reciprocal	0.0	5615	824.8	1063.3	682.9	1262.9	1743.2	407.1	440.3	533.8	23.4	39.5	31.5
scaffold7320.g2	ENSDARG00000017571	mccc2	reciprocal	0.0	9005	250.6	248.0	161.4	338.9	147.0	93.7	87.5	88.3	5.0	4.2	4.7
scaffold444.g14	ENSDARG00000045428	mcee	reciprocal	0.0	932	826.0	1183.3	2290.3	983.7	645.3	300.6	286.3	285.2	7.2	16.7	7.4
scaffold5276.g11	ENSDARG00000022895	mcf2a	secondary	4.0	3878	587.8	521.4	4.4	0.2	7.8	0.0	0.2	0.0	0.7	0.0	0.4
scaffold5504.g2	ENSDARG00000022895	mcf2a	split	10.0	3955	94.1	50.2	2.3	117.8	1.5	381.4	552.5	824.2	0.0	20.7	14.8
scaffold5504.g3	ENSDARG00000022895	mcf2a	reciprocal	9.0	3942	223.5	125.5	10.2	265.9	3.6	1020.3	1236.4	2177.1	0.5	76.7	45.6
scaffold5276.g12	ENSDARG00000056603	mcf2b	reciprocal	4.0	1016	332.8	412.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C7925182.g1	ENSDARG00000075859	mcf2l	secondary	0.0	585	674.3	353.9	163.9	29.3	72.2	30.4	22.3	29.4	4.9	2.2	0.0
scaffold4043.g7	ENSDARG00000075859	mcf2l	reciprocal	12.0	5269	973.1	718.1	170.3	34.3	119.1	36.6	47.3	44.5	4.0	1.0	0.9
scaffold2641.g7	ENSDARG00000076480	MCF2L (2 of 2)	reciprocal	0.0	5337	1364.3	133.1	69.4	87.3	147.4	110.4	64.7	52.3	17.0	17.0	10.9
scaffold13802.g1	ENSDARG00000079742	MCF2L2	split_scaff	0.0	471	264.6	138.0	72.9	109.0	209.3	274.5	217.9	401.2	2.0	0.0	3.3
scaffold21013.g1	ENSDARG00000079742	MCF2L2	split_scaff	0.0	1262	433.3	248.6	116.8	156.8	409.6	509.3	487.9	625.3	8.3	7.2	15.8
scaffold7582.g1	ENSDARG00000079742	MCF2L2	reciprocal	0.0	2403	369.3	211.7	78.5	124.7	313.1	425.4	344.0	532.8	10.0	11.3	8.0
scaffold6853.g4	ENSDARG00000039757	mcfd2	reciprocal	0.0	854	730.5	613.1	2260.8	715.0	850.3	859.0	679.5	841.3	20.2	27.4	36.0
scaffold3891.g2	ENSDARG00000036117	mchr2	reciprocal	0.0	773	7.2	1.2	0.0	0.0	0.0	2.4	12.1	9.1	1.2	0.0	1.0
scaffold7985.g2	ENSDARG00000036117	mchr2	split_scaff	0.0	753	16.9	4.9	0.0	0.0	0.0	3.7	8.7	5.4	1.3	0.0	0.0
scaffold11750.g3	ENSDARG00000009779	mcl1a	reciprocal	0.0	1461	2024.6	4349.8	43657.6	9455.8	9577.2	3523.7	4399.9	5044.1	300.8	421.2	394.0
scaffold4769.g1	ENSDARG00000008363	mcl1b	reciprocal	0.0	3055	784.3	762.4	1520.3	705.4	2715.4	8350.0	5176.2	5169.2	99.0	359.9	240.7
scaffold171.g5	ENSDARG00000045815	mcm10	reciprocal	0.0	2834	19.3	9.8	187.0	14.1	5.0	1.3	6.6	2.5	0.7	0.5	0.0
scaffold2143.g19	ENSDARG00000015911	mcm2	reciprocal	0.0	2989	271.6	239.8	1547.2	294.6	302.8	176.5	173.2	242.4	6.7	2.2	2.3
scaffold2658.g4	ENSDARG00000090802	MCM3 (2 of 2)	reciprocal	0.0	3076	422.6	529.3	695.3	479.5	345.3	106.0	102.5	130.4	5.9	3.4	5.5
scaffold16133.g2	ENSDARG00000021402	mcm3ap	reciprocal	0.0	7086	351.1	346.5	235.2	658.5	425.8	472.7	443.8	474.3	11.9	10.1	14.4
scaffold5885.g4	ENSDARG00000037532	mcm3l	reciprocal	2.0	2813	26.2	18.8	51.3	0.7	0.0	3.3	4.3	6.1	0.0	0.0	0.0
scaffold21568.g11	ENSDARG00000040041	mcm4	reciprocal	0.0	4231	35.8	45.9	831.8	123.6	66.6	104.5	106.1	92.9	2.5	0.6	0.2
scaffold18092.g4	ENSDARG00000019507	mcm5	reciprocal	0.0	2741	87.7	169.7	816.0	160.0	782.3	201.7	211.7	252.2	3.1	1.9	0.8
scaffold3848.g13	ENSDARG00000057683	mcm6	reciprocal	0.0	2917	26.1	37.2	612.4	73.4	57.9	34.0	36.1	57.5	0.3	0.9	1.8
scaffold14802.g5	ENSDARG00000033231	mcm6l	reciprocal	0.0	3240	198.9	6.0	41.4	19.7	121.7	47.1	58.5	91.1	1.2	6.4	4.3
scaffold5263.g1	ENSDARG00000035761	mcm7	reciprocal	0.0	2183	335.2	248.3	1119.3	690.1	577.8	737.3	739.0	747.6	10.5	4.8	9.5
scaffold9905.g6	ENSDARG00000035761	mcm7	split_scaff	0.0	533	464.6	400.6	1675.8	810.1	958.6	1030.0	936.5	1152.7	26.9	21.9	24.5
